OPEN_TIME,OPEN,HIGH,LOW,CLOSE,VOLUME,QUOTE_ASSET_VOLUME,NUMBER_OF_TRADES,TAKER_BUY_BASE_ASSET_VOLUME,TAKER_BUY_QUOTE_ASSET_VOLUME,YEAR_AND_MONTH
1502942400000,4261.48,4280.56,4261.48,4261.48,2.189061,9333.6209622,9,0.489061,2089.1049622,201708
1502942700000,4261.48,4261.48,4261.48,4261.48,0.0,0.0,0,0.0,0.0,201708
1502943000000,4261.48,4261.48,4261.48,4261.48,0.0,0.0,0,0.0,0.0,201708
1502943300000,4261.48,4264.88,4261.48,4261.48,0.484666,2065.44782868,9,0.085455,364.2181364,201708
1502943600000,4264.88,4266.29,4264.88,4266.29,2.32857,9931.16112417,11,1.546491,6595.68803865,201708
1502943900000,4266.29,4270.41,4261.32,4261.45,6.306629,26894.52409332,20,1.815167,7744.02882043,201708
1502944200000,4280.0,4296.63,4267.99,4296.63,7.938133,33930.63395853,23,7.873691,33653.75052807,201708
1502944500000,4300.38,4300.38,4300.38,4300.38,5.626596,24196.50090648,14,5.626596,24196.50090648,201708
1502944800000,4300.38,4310.07,4300.38,4310.07,8.358823,35953.78270318,21,6.92103,29770.72644184,201708
1502945100000,4310.07,4310.07,4292.01,4292.01,2.4481,10533.422367,14,1.4481,6241.412367,201708
1502945400000,4292.01,4313.62,4292.01,4313.6,4.758883,20501.18752102,21,3.198878,13792.44460287,201708
1502945700000,4302.48,4313.62,4291.37,4308.83,6.741548,29025.85692846,29,6.156034,26504.6031391,201708
1502946000000,4308.83,4308.83,4304.31,4304.31,0.482855,2080.05646965,13,0.375855,1619.49529965,201708
1502946300000,4308.83,4328.69,4308.83,4328.69,4.274772,18442.34436822,21,2.857254,12334.50028428,201708
1502946600000,4328.69,4328.69,4304.31,4304.31,0.343526,1484.13227336,10,0.263526,1139.78747336,201708
1502946900000,4320.0,4320.0,4312.14,4320.0,5.451533,23518.41095103,11,5.403973,23312.95222663,201708
1502947200000,4320.0,4320.0,4320.0,4320.0,3.446473,14888.76336,11,3.446473,14888.76336,201708
1502947500000,4319.22,4320.0,4319.22,4320.0,7.049489,30450.58509816,7,7.049489,30450.58509816,201708
1502947800000,4320.0,4320.0,4320.0,4320.0,1.027378,4438.27296,11,1.027378,4438.27296,201708
1502948100000,4320.0,4320.0,4291.37,4291.37,1.128075,4869.42562079,14,0.993308,4291.09056,201708
1502948400000,4291.37,4291.37,4291.37,4291.37,0.0,0.0,0,0.0,0.0,201708
1502948700000,4297.04,4297.04,4297.04,4297.04,0.007884,33.87786336,1,0.007884,33.87786336,201708
1502949000000,4315.32,4315.32,4315.32,4315.32,0.000943,4.06934676,1,0.000943,4.06934676,201708
1502949300000,4315.32,4315.32,4315.32,4315.32,0.021988,94.88525616,2,0.021988,94.88525616,201708
1502949600000,4330.29,4330.29,4330.29,4330.29,0.009339,40.44057831,1,0.009339,40.44057831,201708
1502949900000,4318.39,4318.39,4318.39,4318.39,0.0542,234.056738,1,0.0,0.0,201708
1502950200000,4330.0,4330.0,4330.0,4330.0,0.001825,7.90225,1,0.001825,7.90225,201708
1502950500000,4330.0,4330.0,4330.0,4330.0,0.0,0.0,0,0.0,0.0,201708
1502950800000,4309.37,4330.29,4309.37,4311.58,3.185628,13768.1314364,8,2.236628,9669.2764364,201708
1502951100000,4311.58,4311.58,4311.01,4311.02,0.315285,1359.2303303,3,0.054285,234.0541203,201708
1502951400000,4328.65,4328.65,4319.83,4319.83,1.212901,5245.72115056,8,0.3229,1395.75482476,201708
1502951700000,4324.34,4345.45,4324.34,4345.45,2.281275,9893.03834034,7,2.076864,9009.0956766,201708
1502952000000,4345.45,4345.45,4345.45,4345.45,0.0,0.0,0,0.0,0.0,201708
1502952300000,4345.45,4345.45,4330.12,4330.12,0.09461,411.03726848,4,0.09461,411.03726848,201708
1502952600000,4330.12,4330.12,4330.12,4330.12,0.00641,27.7560692,2,0.00641,27.7560692,201708
1502952900000,4324.35,4324.35,4324.35,4324.35,0.068218,294.9985083,1,0.0,0.0,201708
1502953200000,4324.35,4324.35,4324.35,4324.35,0.0,0.0,0,0.0,0.0,201708
1502953500000,4316.62,4316.62,4316.62,4316.62,0.001541,6.65191142,1,0.001541,6.65191142,201708
1502953800000,4316.62,4316.62,4316.62,4316.62,0.0,0.0,0,0.0,0.0,201708
1502954100000,4316.62,4316.62,4316.62,4316.62,0.0,0.0,0,0.0,0.0,201708
1502954400000,4316.62,4316.62,4316.62,4316.62,0.0,0.0,0,0.0,0.0,201708
1502954700000,4291.38,4291.38,4291.38,4291.38,0.038918,167.01192684,1,0.0,0.0,201708
1502955000000,4291.38,4291.38,4291.38,4291.38,0.0,0.0,0,0.0,0.0,201708
1502955300000,4291.39,4291.39,4291.39,4291.39,0.011431,49.05487909,1,0.0,0.0,201708
1502955600000,4300.0,4300.0,4300.0,4300.0,0.70747,3042.121,3,0.0,0.0,201708
1502955900000,4287.41,4287.41,4287.41,4287.41,0.004263,18.27722883,1,0.0,0.0,201708
1502956200000,4305.38,4330.12,4305.38,4323.34,0.552392,2387.57597956,6,0.39894,1724.3582838,201708
1502956500000,4323.34,4349.99,4323.34,4349.99,3.127234,13570.36537412,12,2.201811,9560.33682012,201708
1502956800000,4333.32,4377.85,4333.32,4333.32,0.659075,2870.04469135,11,0.518075,2258.07064287,201708
1502957100000,4377.85,4377.85,4360.71,4360.71,0.107342,469.49949742,2,0.107342,469.49949742,201708
1502957400000,4360.71,4360.71,4360.71,4360.71,0.0,0.0,0,0.0,0.0,201708
1502957700000,4360.71,4360.71,4360.71,4360.71,0.0,0.0,0,0.0,0.0,201708
1502958000000,4360.71,4360.71,4360.71,4360.71,0.011481,50.06531151,1,0.011481,50.06531151,201708
1502958300000,4360.7,4360.7,4360.7,4360.7,0.064362,280.6633734,4,0.064362,280.6633734,201708
1502958600000,4360.7,4360.7,4360.7,4360.7,0.001024,4.4653568,1,0.001024,4.4653568,201708
1502958900000,4360.0,4360.0,4360.0,4360.0,0.064316,280.41776,3,0.047164,205.63504,201708
1502959200000,4360.69,4360.69,4360.69,4360.69,0.033922,147.92332618,3,0.033922,147.92332618,201708
1502959500000,4360.7,4360.7,4360.7,4360.7,0.008232,35.8972824,1,0.008232,35.8972824,201708
1502959800000,4360.69,4360.69,4360.69,4360.69,0.023053,100.52698657,2,0.023053,100.52698657,201708
1502960100000,4360.69,4360.69,4360.69,4360.69,0.0,0.0,0,0.0,0.0,201708
1502960400000,4360.69,4360.69,4360.69,4360.69,0.0,0.0,0,0.0,0.0,201708
1502960700000,4360.0,4360.0,4360.0,4360.0,0.006296,27.45056,1,0.006296,27.45056,201708
1502961000000,4360.0,4360.0,4360.0,4360.0,0.0,0.0,0,0.0,0.0,201708
1502961300000,4360.0,4360.0,4360.0,4360.0,0.520001,2267.20436,3,0.520001,2267.20436,201708
1502961600000,4360.0,4360.0,4360.0,4360.0,0.860003,3749.61308,3,0.860003,3749.61308,201708
1502961900000,4360.0,4360.0,4360.0,4360.0,0.908701,3961.93636,3,0.908701,3961.93636,201708
1502962200000,4360.0,4445.78,4360.0,4445.78,7.921663,34781.75100503,22,7.41644,32557.77321879,201708
1502962500000,4445.78,4445.78,4445.78,4445.78,0.411197,1828.09139866,2,0.411197,1828.09139866,201708
1502962800000,4445.0,4445.0,4436.51,4436.51,0.07794,346.348212,2,0.07794,346.348212,201708
1502963100000,4444.0,4444.0,4444.0,4444.0,0.041681,185.230364,4,0.041681,185.230364,201708
1502963400000,4444.0,4444.0,4444.0,4444.0,0.008156,36.245264,1,0.008156,36.245264,201708
1502963700000,4444.0,4444.0,4444.0,4444.0,0.007985,35.48534,2,0.007985,35.48534,201708
1502964000000,4441.1,4441.1,4436.51,4436.51,1.074879,4772.33753688,3,0.0,0.0,201708
1502964300000,4427.13,4427.13,4400.0,4400.0,1.454219,6404.76720943,5,1.134218,4990.5592,201708
1502964600000,4400.0,4400.0,4399.81,4400.0,2.130582,9374.56051082,5,2.130582,9374.56051082,201708
1502964900000,4400.0,4400.0,4400.0,4400.0,0.353101,1553.6444,2,0.296721,1305.5724,201708
1502965200000,4443.0,4443.0,4420.0,4440.0,0.26155,1160.90357,6,0.26155,1160.90357,201708
1502965500000,4440.0,4440.0,4440.0,4440.0,0.0,0.0,0,0.0,0.0,201708
1502965800000,4440.0,4440.0,4440.0,4440.0,0.0,0.0,0,0.0,0.0,201708
1502966100000,4400.0,4419.0,4400.0,4419.0,1.990004,8788.127676,6,1.690004,7468.127676,201708
1502966400000,4415.0,4415.0,4415.0,4415.0,0.088231,389.539865,2,0.088231,389.539865,201708
1502966700000,4419.0,4460.0,4419.0,4460.0,11.91064,52861.12035724,19,10.969294,48665.3153122,201708
1502967000000,4460.0,4470.0,4450.65,4460.0,4.683234,20887.17072255,25,4.209134,18772.83738,201708
1502967300000,4460.0,4460.0,4460.0,4460.0,0.918959,4098.55714,9,0.918959,4098.55714,201708
1502967600000,4460.0,4474.8,4459.18,4474.8,10.125445,45224.0702696,18,9.89893,44212.1628796,201708
1502967900000,4454.72,4454.72,4454.72,4454.72,0.008788,39.14807936,1,0.008788,39.14807936,201708
1502968200000,4461.07,4474.8,4461.07,4474.8,5.950311,26606.73053234,5,5.950311,26606.73053234,201708
1502968500000,4474.8,4474.8,4465.32,4474.8,5.865965,26244.63426948,16,5.403316,24178.7584368,201708
1502968800000,4474.8,4474.8,4474.8,4474.8,2.20131,9850.421988,8,2.20131,9850.421988,201708
1502969100000,4474.8,4485.39,4465.06,4485.39,0.77751,3485.48115322,9,0.622842,2793.68927838,201708
1502969400000,4485.39,4485.39,4485.39,4485.39,0.048343,216.83720877,2,0.048343,216.83720877,201708
1502969700000,4459.96,4469.93,4459.96,4469.93,0.532753,2378.79635729,8,0.532753,2378.79635729,201708
1502970000000,4469.93,4469.93,4469.93,4469.93,0.001986,8.87728098,1,0.001986,8.87728098,201708
1502970300000,4469.93,4469.93,4459.46,4468.93,0.505974,2259.17710782,11,0.505974,2259.17710782,201708
1502970600000,4449.56,4449.56,4434.86,4434.86,0.749444,3324.97696324,11,0.611873,2714.86883818,201708
1502970900000,4449.56,4449.56,4427.3,4427.3,0.250224,1112.41802231,5,0.229459,1020.48513781,201708
1502971200000,4436.06,4449.56,4436.06,4449.56,2.387358,10601.17266348,9,1.932764,8578.42938484,201708
1502971500000,4447.66,4448.89,4439.67,4448.89,5.788368,25712.23413032,16,5.479261,24337.4312907,201708
1502971800000,4441.87,4441.87,4441.87,4441.87,2.998432,13318.64514784,25,2.998432,13318.64514784,201708
1502972100000,4441.87,4441.87,4431.68,4431.68,0.429863,1909.14081381,6,0.404863,1798.34881381,201708
1502972400000,4430.95,4430.95,4427.3,4427.3,8.392967,37161.60610855,17,3.413732,15117.03899305,201708
1502972700000,4425.25,4425.25,4418.12,4418.12,1.098559,4858.66552475,4,0.045559,201.60996475,201708
1502973000000,4417.0,4417.0,4417.0,4417.0,0.027508,121.502836,1,0.027508,121.502836,201708
1502973300000,4417.0,4427.3,4417.0,4427.3,0.255205,1127.2910786,8,0.095205,420.5710786,201708
1502973600000,4419.14,4431.13,4411.01,4431.13,0.807164,3574.00155049,7,0.792164,3507.83640049,201708
1502973900000,4430.0,4430.0,4411.0,4411.0,0.699498,3090.9952525,9,0.077498,342.8532525,201708
1502974200000,4420.0,4431.13,4411.0,4411.0,0.147476,651.26347904,6,0.046008,203.56691904,201708
1502974500000,4411.0,4411.0,4411.0,4411.0,0.0,0.0,0,0.0,0.0,201708
1502974800000,4411.0,4430.0,4411.0,4430.0,0.610006,2696.72851513,4,0.330006,1461.64851513,201708
1502975100000,4434.12,4445.88,4434.12,4445.88,0.519609,2307.77131812,4,0.427185,1897.95221124,201708
1502975400000,4440.0,4445.88,4440.0,4445.88,0.129328,574.508115,2,0.129328,574.508115,201708
1502975700000,4430.43,4430.43,4430.43,4430.43,0.013,57.59559,1,0.013,57.59559,201708
1502976000000,4430.43,4440.0,4425.21,4440.0,0.149235,661.35120117,5,0.149235,661.35120117,201708
1502976300000,4425.21,4440.0,4422.6,4440.0,2.29714,10162.33911495,8,2.29714,10162.33911495,201708
1502976600000,4435.12,4440.0,4425.21,4440.0,2.356492,10453.29573671,17,1.794221,7961.0400512,201708
1502976900000,4445.0,4445.0,4440.0,4445.0,3.377128,15009.130965,21,1.765558,7847.90531,201708
1502977200000,4445.0,4445.0,4445.0,4445.0,1.77102,7872.1839,3,1.77102,7872.1839,201708
1502977500000,4432.07,4445.0,4432.07,4445.0,0.143829,638.427735,3,0.143829,638.427735,201708
1502977800000,4425.6,4445.0,4425.6,4445.0,9.072556,40204.80803725,20,7.230093,32038.3008412,201708
1502978100000,4445.0,4459.0,4445.0,4459.0,10.873093,48338.49920692,30,10.513427,46737.223015,201708
1502978400000,4459.0,4460.0,4459.0,4460.0,5.784682,25799.426006,18,5.449001,24302.54446,201708
1502978700000,4460.0,4460.0,4460.0,4460.0,3.275452,14608.51592,15,3.275452,14608.51592,201708
1502979000000,4460.0,4460.0,4435.93,4452.71,8.278331,36819.35936035,19,4.835571,21464.64976035,201708
1502979300000,4452.71,4459.81,4452.71,4459.81,1.248737,5564.69165647,16,1.179445,5256.15447515,201708
1502979600000,4459.81,4469.46,4459.81,4469.35,1.16635,5204.57785257,19,0.607259,2711.10623032,201708
1502979900000,4469.35,4469.46,4437.35,4467.81,1.895257,8461.39781838,17,1.125261,5029.21446778,201708
1502980200000,4467.81,4484.0,4452.57,4484.0,5.367591,23920.43849218,14,5.275806,23510.36055133,201708
1502980500000,4484.0,4485.0,4484.0,4484.0,0.883434,3961.584014,18,0.641054,2874.752094,201708
1502980800000,4484.0,4485.39,4477.53,4477.53,3.604357,16163.511784,40,1.885313,8454.617382,201708
1502981100000,4477.53,4477.53,4477.53,4477.53,1.400448,6270.54793344,16,1.363882,6106.82257146,201708
1502981400000,4477.53,4477.53,4457.43,4477.53,6.973455,31141.47712743,17,5.228592,23329.62583899,201708
1502981700000,4477.53,4477.53,4453.26,4470.82,11.857803,52955.92540113,25,7.940547,35443.75304845,201708
1502982000000,4470.82,4470.82,4453.67,4470.0,6.805658,30356.8320471,10,6.805658,30356.8320471,201708
1502982300000,4470.0,4470.0,4469.0,4469.0,0.638578,2854.13173215,7,0.638578,2854.13173215,201708
1502982600000,4469.0,4469.0,4460.0,4460.0,2.358653,10526.466868,19,1.973272,8807.667608,201708
1502982900000,4460.0,4469.99,4460.0,4469.99,3.526543,15743.48746478,19,2.407827,10752.55899378,201708
1502983200000,4445.0,4470.82,4432.7,4432.7,3.381428,15083.5630849,33,1.284393,5740.3902699,201708
1502983500000,4445.0,4445.0,4412.1,4432.2,5.883979,26064.2836144,73,1.132266,5020.78776565,201708
1502983800000,4432.2,4444.9,4399.64,4421.0,11.619131,51348.40038178,77,6.540517,28900.47305353,201708
1502984100000,4399.64,4399.64,4374.04,4377.54,9.573224,42002.87371029,69,4.030653,17727.0341914,201708
1502984400000,4377.54,4425.83,4377.54,4396.47,4.208961,18466.92898058,28,1.669306,7337.8565535,201708
1502984700000,4392.95,4425.83,4392.95,4423.63,9.70326,42754.60239938,28,8.526591,37585.55431583,201708
1502985000000,4423.63,4423.63,4371.45,4371.45,3.524153,15533.15722934,25,2.233151,9856.58563094,201708
1502985300000,4377.54,4377.54,4333.42,4352.34,7.257702,31529.45941798,10,7.257702,31529.45941798,201708
1502985600000,4352.33,4352.35,4314.5,4325.0,6.248231,27147.10236319,40,3.929902,17102.8559159,201708
1502985900000,4325.0,4354.35,4255.3,4293.61,19.458885,83866.44660844,70,13.138501,56667.78351464,201708
1502986200000,4261.89,4339.85,4255.3,4307.17,8.470437,36326.40587897,76,1.761982,7594.11355497,201708
1502986500000,4307.17,4307.17,4272.03,4294.08,11.114735,47707.90061666,27,6.503835,27927.23335454,201708
1502986800000,4294.08,4336.69,4265.87,4307.43,4.592486,19729.90041926,52,0.917905,3952.08774826,201708
1502987100000,4307.43,4336.69,4290.17,4290.17,3.325174,14344.55082986,34,1.597176,6920.47283802,201708
1502987400000,4290.17,4337.29,4290.17,4337.29,2.295355,9877.47530243,24,0.935238,4026.45009254,201708
1502987700000,4337.29,4337.29,4322.23,4322.23,1.328097,5752.39708473,15,1.247752,5403.91751968,201708
1502988000000,4320.29,4320.29,4300.29,4300.29,4.492389,19333.20767506,9,4.492389,19333.20767506,201708
1502988300000,4300.29,4338.13,4300.29,4338.13,1.728344,7448.27942552,15,1.728344,7448.27942552,201708
1502988600000,4338.13,4338.13,4312.68,4338.13,3.737111,16183.16448243,26,2.106166,9135.34794142,201708
1502988900000,4354.18,4354.18,4354.18,4354.18,0.667547,2906.61979646,10,0.667547,2906.61979646,201708
1502989200000,4354.18,4354.18,4354.18,4354.18,1.271985,5538.4516473,8,1.271985,5538.4516473,201708
1502989500000,4354.18,4354.18,4326.99,4341.31,5.799305,25122.8694092,14,5.536758,23979.69251274,201708
1502989800000,4341.31,4354.84,4341.31,4341.31,5.035039,21869.9832361,19,0.836517,3642.89769228,201708
1502990100000,4323.23,4354.84,4322.23,4322.23,2.045395,8859.72184841,15,2.045395,8859.72184841,201708
1502990400000,4322.23,4322.23,4301.5,4318.21,6.353183,27371.17808885,18,5.971542,25721.63790942,201708
1502990700000,4318.21,4335.28,4318.21,4335.28,0.896589,3884.46208569,13,0.75,3251.46,201708
1502991000000,4335.28,4337.29,4335.28,4337.29,4.263193,18489.5284024,16,3.678136,15953.14249144,201708
1502991300000,4337.29,4354.84,4337.29,4354.84,1.730637,7509.79129293,14,1.49349,6481.2159813,201708
1502991600000,4354.84,4354.84,4328.15,4328.15,1.049922,4556.97507117,9,1.049922,4556.97507117,201708
1502991900000,4315.11,4328.15,4299.95,4328.15,6.573751,28314.33491001,17,5.999116,25834.72167516,201708
1502992200000,4328.15,4328.15,4307.17,4309.05,4.787848,20651.0585385,16,4.419431,19056.49449995,201708
1502992500000,4307.17,4307.17,4235.45,4289.24,19.858065,84717.99805923,33,5.915242,25387.25649351,201708
1502992800000,4289.24,4289.24,4263.99,4263.99,3.778397,16150.49875339,16,3.318271,14184.80979609,201708
1502993100000,4253.56,4253.56,4218.68,4231.87,8.066939,34099.08850032,17,8.066939,34099.08850032,201708
1502993400000,4231.87,4282.43,4231.87,4282.43,4.466659,18958.56785205,16,3.220206,13666.8725795,201708
1502993700000,4282.43,4302.15,4273.03,4302.15,5.953319,25462.37845553,14,5.953319,25462.37845553,201708
1502994000000,4302.15,4302.45,4302.15,4302.45,2.078432,8942.17783457,20,1.860329,8003.80763786,201708
1502994300000,4287.69,4287.69,4287.69,4287.69,0.602449,2583.11455281,13,0.56961,2442.3111009,201708
1502994600000,4287.69,4287.69,4287.69,4287.69,2.175969,9329.88052161,19,1.263295,5416.61733855,201708
1502994900000,4302.45,4302.45,4264.1,4267.01,6.380868,27254.11150835,16,6.380868,27254.11150835,201708
1502995200000,4246.9,4246.9,4237.85,4237.85,3.040277,12903.10344205,11,2.25541,9575.01277755,201708
1502995500000,4237.85,4241.9,4222.97,4241.9,5.90111,24950.39812693,14,5.605769,23698.78727008,201708
1502995800000,4241.9,4267.01,4241.9,4254.96,5.511946,23504.0789415,19,4.052884,17280.02245053,201708
1502996100000,4254.96,4256.97,4254.96,4256.97,3.318798,14121.96033093,19,2.484337,10571.36215437,201708
1502996400000,4241.91,4256.97,4200.74,4200.74,9.521535,40273.77915965,18,8.50118,35974.13114293,201708
1502996700000,4200.74,4242.53,4200.74,4242.53,2.375692,10035.90630334,14,2.109259,8913.28110187,201708
1502997000000,4271.02,4284.27,4256.51,4281.87,10.019904,42767.73958648,17,8.594171,36679.78056788,201708
1502997300000,4281.87,4281.87,4247.38,4266.0,6.149461,26164.60605204,19,6.149461,26164.60605204,201708
1502997600000,4266.0,4266.0,4266.0,4266.0,3.216729,13722.565914,12,3.216729,13722.565914,201708
1502997900000,4266.0,4302.44,4266.0,4287.61,1.882629,8088.16072349,22,1.537163,6605.02515469,201708
1502998200000,4287.61,4302.45,4287.61,4302.15,0.550298,2365.46770428,15,0.491626,2113.05195948,201708
1502998500000,4316.08,4316.08,4289.0,4289.0,6.426611,27680.20169143,23,5.120975,22076.36922318,201708
1502998800000,4316.08,4327.25,4316.08,4327.25,1.187499,5135.73577634,19,1.157187,5004.90675938,201708
1502999100000,4327.25,4335.3,4327.25,4327.25,1.400713,6066.2440795,17,1.155524,5005.24997925,201708
1502999400000,4327.25,4328.25,4325.24,4325.24,2.913687,12610.43602848,13,2.911488,12600.92040573,201708
1502999700000,4325.24,4325.24,4325.23,4325.23,1.066092,4611.09389179,13,1.066092,4611.09389179,201708
1503000000000,4307.56,4325.23,4307.56,4311.18,5.48585,23654.55680216,24,5.180957,22335.82445177,201708
1503000300000,4311.18,4311.18,4278.05,4278.05,3.268671,14041.73381149,20,3.262448,14014.97491149,201708
1503000600000,4278.05,4278.05,4261.0,4278.05,4.82965,20596.0575355,14,4.82965,20596.0575355,201708
1503000900000,4278.05,4325.23,4278.05,4302.77,8.163757,35129.16410606,24,5.308657,22826.04857714,201708
1503001200000,4302.77,4302.96,4289.0,4302.96,2.462616,10594.083096,24,2.273661,9782.86079232,201708
1503001500000,4288.1,4288.1,4273.16,4273.16,1.955036,8372.66090974,13,1.955036,8372.66090974,201708
1503001800000,4258.56,4302.96,4258.56,4302.96,6.169103,26317.95311184,23,5.470931,23327.48900003,201708
1503002100000,4302.96,4303.18,4262.53,4303.18,2.61842,11264.11742907,29,1.457178,6269.9611104,201708
1503002400000,4310.99,4325.24,4302.5,4305.0,5.240749,22562.34183329,20,5.239749,22558.03683329,201708
1503002700000,4305.0,4325.24,4305.0,4325.24,5.188388,22433.73223752,18,4.990736,21582.84037752,201708
1503003000000,4325.24,4341.3,4325.24,4341.3,1.737671,7520.50360564,18,1.120312,4850.26914152,201708
1503003300000,4341.3,4354.84,4326.0,4346.74,1.855561,8061.97644476,20,1.793821,7794.28185596,201708
1503003600000,4346.74,4346.74,4315.85,4331.78,5.597727,24190.66507242,13,5.597727,24190.66507242,201708
1503003900000,4331.78,4339.0,4331.78,4339.0,1.740744,7549.61032756,17,1.173815,5093.183285,201708
1503004200000,4339.0,4367.93,4322.65,4367.93,3.217642,13968.58239365,17,2.958847,12847.56748865,201708
1503004500000,4346.73,4367.93,4341.32,4360.0,7.578185,32945.56539146,22,6.718128,29206.39220163,201708
1503004800000,4367.93,4367.93,4360.93,4360.93,1.372003,5990.06206379,24,0.374204,1634.49687772,201708
1503005100000,4360.94,4369.69,4335.98,4349.33,9.786364,42585.10694386,29,6.330528,27514.63778156,201708
1503005400000,4349.33,4349.33,4322.65,4349.33,3.531573,15344.10603821,23,3.004732,13066.75678956,201708
1503005700000,4349.33,4355.56,4349.32,4355.56,1.967855,8559.14759534,13,1.608322,6995.42352778,201708
1503006000000,4355.56,4369.69,4334.12,4354.35,7.711397,33512.97688502,22,7.205271,31308.77924498,201708
1503006300000,4354.03,4355.02,4323.98,4355.02,6.808926,29618.9100858,19,5.784569,25188.87897709,201708
1503006600000,4355.02,4368.68,4322.98,4349.63,3.609343,15685.17046843,31,1.812799,7893.00113755,201708
1503006900000,4322.98,4349.63,4309.23,4333.55,8.851277,38335.03850032,18,8.583677,37180.29355232,201708
1503007200000,4333.55,4335.56,4322.39,4335.56,7.228002,31281.84260166,21,5.878361,25432.99075922,201708
1503007500000,4349.63,4349.63,4343.96,4343.96,2.63973,11477.93334738,16,2.63973,11477.93334738,201708
1503007800000,4349.63,4349.63,4334.32,4334.32,1.412863,6128.35583311,14,1.049873,4553.85179699,201708
1503008100000,4325.24,4325.24,4310.0,4312.34,9.873846,42566.39492588,24,5.114391,22053.05080752,201708
1503008400000,4312.34,4312.34,4312.34,4312.34,2.371025,10224.6659485,20,2.371025,10224.6659485,201708
1503008700000,4310.0,4326.29,4310.0,4326.29,2.715708,11712.58308852,30,1.453233,6269.59248702,201708
1503009000000,4326.28,4326.29,4326.28,4326.29,1.702508,7365.53484932,19,1.528312,6611.91417844,201708
1503009300000,4326.29,4341.96,4319.11,4341.96,10.035902,43422.26497635,19,6.156638,26624.22338388,201708
1503009600000,4348.62,4356.06,4348.62,4352.34,3.174265,13811.95650606,24,2.863402,12459.59529948,201708
1503009900000,4335.0,4352.34,4335.0,4341.3,5.247825,22770.93805758,15,5.008188,21727.956357,201708
1503010200000,4341.3,4359.13,4341.3,4352.34,3.156015,13730.09598096,21,2.431938,10586.66050086,201708
1503010500000,4352.34,4352.34,4327.52,4336.8,7.818453,33875.7136193,13,7.818453,33875.7136193,201708
1503010800000,4313.39,4336.8,4313.39,4336.8,5.712861,24688.38692029,14,5.547092,23969.47992109,201708
1503011100000,4336.8,4336.8,4322.74,4336.28,3.479181,15077.27663458,16,1.657095,7185.97089704,201708
1503011400000,4336.28,4337.38,4300.0,4323.31,9.009374,38969.22873422,23,8.656063,37447.22153378,201708
1503011700000,4337.38,4337.38,4318.68,4337.36,7.532349,32596.30820237,16,6.104707,26405.27049606,201708
1503012000000,4337.36,4337.38,4337.36,4337.38,7.238818,31397.38966656,34,5.429489,23549.67843512,201708
1503012300000,4318.68,4337.38,4318.68,4327.89,6.364666,27515.70503466,19,6.040234,26111.59902618,201708
1503012600000,4327.89,4332.26,4327.89,4332.26,0.931467,4032.73543955,17,0.405084,1754.60771768,201708
1503012900000,4332.26,4332.26,4332.26,4332.26,0.684885,2967.0998901,14,0.684885,2967.0998901,201708
1503013200000,4332.26,4332.26,4314.13,4328.25,9.283,40131.0034314,28,8.940125,38646.95471265,201708
1503013500000,4325.82,4332.26,4289.09,4299.13,15.381984,66208.84826487,32,7.570679,32562.53938141,201708
1503013800000,4280.82,4317.33,4280.82,4280.82,13.889197,59590.65455185,45,11.704452,50189.09288978,201708
1503014100000,4305.75,4305.75,4285.08,4285.08,2.137481,9167.92373721,12,2.137481,9167.92373721,201708
1503014400000,4285.08,4287.09,4285.08,4287.09,2.962987,12700.86813369,17,1.47058,6303.10047756,201708
1503014700000,4267.78,4292.1,4267.78,4292.1,5.520021,23598.57155156,23,4.859882,20766.19896233,201708
